""	./WT_1	./WT_2	./WT_3	./Y2_1	./Y2_2	./Y2_3	./YT_1	./YT_2	./YT_3
ENSG00000299784	0	0	0	0	0	0	0	0	0
ENSG00000307640	0	0	2	0	0	0	1	0	0
ENSG00000279927	0	0	0	0	0	0	0	0	0
ENSG00000279217	0	0	0	0	0	0	0	0	0
ENSG00000279714	0	0	0	0	0	0	0	0	0
ENSG00000304491	0	0	0	0	0	0	0	0	0
ENSG00000279805	0	2	0	0	0	0	1	0	0
APOL3	3	4	6	5	3	9	8	4	14
MTCO1P20	0	0	0	0	0	0	0	0	0
MTCO2P20	0	0	0	0	0	0	0	0	0
MTATP6P20	0	0	0	0	0	0	0	0	0
MTCO3P20	0	0	0	0	0	0	0	0	0
MTCYBP34	0	0	0	0	0	0	0	0	0
MTND1P10	0	0	0	0	0	0	0	0	0
APOL4	4	5	12	1	1	6	14	1	3
ENSG00000288778	0	2	0	0	0	0	1	0	0
APOL2	432	431	614	686	488	819	842	327	1219
APOL1	0	0	5	0	2	8	2	0	3
MYH9	11161	7631	18053	13062	7462	23787	17951	6611	26808
MIR6819	0	0	0	0	0	0	0	0	0
ENSG00000287269	0	0	0	0	0	0	0	0	0
MYH9-DT	0	1	5	3	1	1	2	2	6
RPS15AP38	31	39	34	361	70	54	485	479	61
ENSG00000228719	1	1	4	2	5	8	4	3	0
ENSG00000297762	0	0	0	0	0	0	0	0	0
TXN2	2264	2143	1941	4590	2170	3092	5528	3125	2930
ENSG00000294928	0	0	0	0	0	0	0	0	0
FOXRED2	1318	1086	1114	1746	1212	1597	3726	1993	2973
EIF3D	8990	8740	7247	13527	6179	12477	16300	10656	9558
ENSG00000302270	0	0	0	0	0	0	0	0	0
ENSG00000188078	0	0	0	3	0	0	3	0	0
ENSG00000229971	0	1	0	0	0	0	0	0	0
CACNG2	0	0	3	2	0	5	1	0	2
ENSG00000261675	0	0	0	0	0	0	0	0	0
CACNG2-DT	0	0	0	0	0	0	0	0	0
ENSG00000287773	0	0	0	1	1	1	3	0	1
IFT27	619	570	1128	914	767	1458	1443	510	1487
ENSG00000286485	0	0	0	3	0	0	2	0	1
PVALB	35	41	41	15	101	66	432	108	97
ENSG00000234979	1	0	0	0	0	0	1	0	0
NCF4-AS1	0	0	0	0	1	0	0	0	0
NCF4	1	0	0	0	0	3	1	0	4
ENSG00000309920	0	0	0	0	0	0	0	0	0
ENSG00000304449	0	0	0	0	0	0	0	0	0
CSF2RB	0	0	0	1	0	4	0	1	7
ENSG00000309254	0	2	1	1	0	0	1	0	1
CSF2RBP1	0	0	0	0	0	0	0	0	0
ENSG00000304026	0	0	0	0	0	0	1	0	2
LL22NC01-81G9.3	0	0	0	0	0	2	0	0	0
CIMIP4	0	0	1	0	0	0	0	0	0
TST	549	486	805	921	877	823	899	360	1332
MPST	2296	2168	2101	2956	2075	2240	2482	802	2463
ENSG00000287236	3	1	4	1	4	2	20	10	8
ENSG00000306187	0	0	0	0	0	0	0	0	0
KCTD17	834	843	1056	1032	1227	1782	1775	304	2410
RN7SKP214	0	0	0	0	0	0	0	1	0
TMPRSS6	2	6	5	2	2	3	3	0	5
ENSG00000231467	0	0	0	0	0	0	0	0	0
ENSG00000294412	0	0	0	0	0	0	0	0	0
IL2RB	190	164	98	58	135	131	383	61	236
ENSG00000235237	0	0	1	0	0	0	0	0	0
C1QTNF6	225	191	394	377	518	430	1125	312	445
ENSG00000294472	0	0	0	0	0	0	0	0	0
SSTR3	31	16	153	7	30	33	36	6	83
RPL39P41	0	0	0	0	0	0	0	0	0
RAC2	200	178	163	130	196	201	462	125	298
ENSG00000296310	0	0	0	0	0	0	0	0	0
CYTH4	4	4	26	1	5	6	7	3	19
ENSG00000298470	0	0	2	2	0	1	0	0	0
ENSG00000298537	0	0	0	0	0	0	1	0	0
ENSG00000298513	0	0	1	0	0	0	0	0	0
ELFN2	128	127	394	188	209	387	350	95	272
ENSG00000237862	0	1	0	1	1	1	0	0	1
ENSG00000272694	0	0	0	0	0	1	0	0	0
ENSG00000298484	1	0	0	0	1	3	2	0	2
MFNG	165	154	339	39	310	205	482	73	338
CARD10	829	738	834	1148	700	1124	825	213	1401
ENSG00000305681	1	2	8	3	1	7	6	0	0
ENSG00000225867	0	0	0	0	0	0	0	0	0
CDC42EP1	397	341	1175	1459	537	934	1226	450	469
LGALS2	0	0	1	1	0	0	1	0	0
ENSG00000310096	1	0	1	1	0	0	1	0	0
ENSG00000298665	7	8	12	25	2	13	7	10	8
GGA1	1292	1182	1583	2233	1380	2933	2416	982	2958
SH3BP1	191	193	179	478	212	224	596	177	285
ENSG00000285304	0	0	0	0	0	0	0	0	0
PDXP-DT	1	4	5	5	1	6	7	4	2
PDXP	45	32	14	35	29	16	35	4	26
RN7SL385P	0	0	0	0	0	0	0	0	0
LGALS1	370	339	1270	427	1377	1215	3932	755	1550
ENSG00000302134	0	0	0	0	0	1	0	0	0
NOL12	67	46	71	45	36	135	58	16	141
ENSG00000100101	0	0	0	0	0	0	0	0	0
TRIOBP	1584	1360	2762	2895	2509	3763	5966	2084	5087
ENSG00000307365	15	11	19	21	14	23	21	13	7
H1-0	5634	5440	30307	5734	7163	17286	24637	9316	9009
GCAT	867	791	752	1037	669	1271	927	275	1112
GALR3	16	17	26	7	38	10	31	5	29
ANKRD54	461	360	566	795	381	712	839	294	764
MIR658	0	0	0	0	0	0	0	0	0
MIR659	0	1	3	1	0	5	3	1	3
EIF3L	11425	10185	12304	15686	8595	15079	19131	11444	14011
ENSG00000279738	42	39	46	84	39	78	82	43	92
ENSG00000296723	0	0	1	1	0	2	0	0	2
RNU6-900P	0	0	0	0	0	0	0	0	0
MICALL1	1613	1347	1478	2506	947	1868	1668	815	2156
ENSG00000278948	86	90	191	123	75	216	121	58	231
C22orf23	9	10	24	25	1	17	18	8	17
ENSG00000272582	0	0	1	1	0	0	0	1	2
POLR2F	1472	1327	1333	3474	1187	2679	3312	2821	2870
MIR6820	0	0	0	0	0	0	0	0	0
SOX10	132	127	365	76	85	76	235	69	99
MIR4534	0	0	0	0	0	4	0	0	0
ENSG00000222044	1	0	0	0	0	0	0	0	0
ENSG00000273214	0	0	0	0	0	0	0	0	0
PICK1	496	413	734	744	233	743	539	298	772
ENSG00000233739	0	0	0	0	0	0	0	0	0
SLC16A8	9	4	16	0	0	0	0	0	0
BAIAP2L2	148	116	203	228	245	272	528	95	313
ENSG00000272720	13	9	42	8	12	21	12	5	19
PLA2G6	329	251	713	527	403	967	845	202	485
ENSG00000279080	1	2	0	3	0	1	3	1	2
ENSG00000298301	0	0	2	0	0	2	0	1	0
MAFF	152	153	185	176	184	343	321	113	225
TMEM184B	3048	2564	2336	7722	2174	3689	3436	2659	3525
TMEM184B-AS1	0	0	1	0	0	0	0	0	0
RN7SL704P	0	0	0	0	0	0	0	0	0
CSNK1E	2456	2230	2891	4023	2096	3238	3212	1092	2701
TPTEP2-CSNK1E	2	0	0	1	0	3	0	1	4
ENSG00000291015	103	83	182	101	84	224	196	101	162
TPTEP2	1	4	3	0	1	1	0	2	3
ENSG00000229955	2	0	2	0	0	3	0	0	0
ENSG00000286144	0	1	4	0	0	0	0	0	1
ENSG00000228620	3	2	2	0	0	0	0	0	0
KCNJ4	101	60	145	166	109	245	107	23	107
ENSG00000286440	0	0	0	0	0	0	0	0	0
ENSG00000307538	0	0	0	0	0	0	0	0	0
ENSG00000306993	0	0	1	0	0	0	0	0	0
KDELR3	412	415	363	402	343	361	1111	595	307
DDX17	10118	9060	15767	15804	7627	18381	22133	15718	25953
ENSG00000300440	0	0	1	0	1	0	0	0	0
DMC1	228	218	258	195	171	333	461	207	255
ENSG00000300451	3	3	3	0	2	7	6	2	5
RPS29P31	0	0	0	0	0	0	0	0	0
FAM227A	64	50	324	65	96	291	298	95	362
ENSG00000293718	0	0	0	0	0	0	0	0	0
CBY1	670	700	975	1459	625	1304	1854	967	1231
ENSG00000230912	1	0	1	1	0	0	0	0	3
TOMM22-DT	85	55	77	79	100	120	229	96	127
ENSG00000287219	0	0	0	1	0	0	0	0	1
TOMM22	3201	3337	1464	8594	2958	3714	7006	4964	3925
JOSD1	1191	1206	1154	1998	1102	1934	2212	1273	2034
ENSG00000295107	0	0	0	0	0	0	2	0	1
GTPBP1	5140	4483	4875	6585	4705	8300	8890	3031	7670
PRDX3P1	1	0	0	0	0	0	0	0	0
SUN2	533	529	858	850	858	1452	1407	292	1304
ENSG00000244491	0	1	0	2	0	1	1	1	2
ENSG00000230149	5	2	12	5	1	11	1	0	15
ENSG00000273096	1	0	1	1	1	3	1	0	1
ENSG00000225450	8	2	8	4	3	20	6	0	16
ENSG00000272669	13	17	30	17	13	30	22	13	45
ENSG00000273076	0	1	3	3	4	5	7	0	0
DNAL4	399	381	484	768	384	820	640	227	576
NPTXR	805	656	1424	2595	1015	2727	1796	792	1776
CBX6	1174	978	1275	1780	986	1935	1244	303	2747
ENSG00000288106	3	6	6	9	6	4	14	9	20
APOBEC3A	0	1	2	0	1	1	0	0	0
ENSG00000305435	0	0	0	0	0	0	0	0	0
ENSG00000305420	1	3	3	0	0	1	1	1	2
APOBEC3B	253	227	748	354	416	559	1133	461	814
APOBEC3B-AS1	3	5	25	86	18	45	16	13	54
APOBEC3C	1632	1429	1847	2010	795	1800	2061	1524	1038
ENSG00000284554	0	0	0	0	0	0	0	0	0
APOBEC3D	20	22	15	33	11	31	19	12	12
ENSG00000306709	0	0	0	1	0	0	0	0	0
APOBEC3F	351	278	261	638	161	395	473	318	171
ENSG00000289963	2	2	5	3	0	1	1	0	1
ENSG00000259421	0	0	0	0	0	0	0	0	0
APOBEC3G	82	62	123	57	18	95	69	45	50
ENSG00000290922	0	0	0	0	0	0	0	0	0
ENSG00000225720	0	0	0	0	0	0	0	0	0
ENSG00000306155	0	0	0	0	0	1	0	0	0
APOBEC3H	8	15	34	12	4	26	50	15	26
CBX7	325	300	538	228	198	497	299	103	253
COX5BP7	0	0	0	0	0	0	0	0	0
ENSG00000279833	0	0	0	2	0	0	0	0	0
ENSG00000297177	0	0	0	0	0	1	0	0	0
ENSG00000297155	0	0	1	0	0	0	0	0	0
FUNDC2P4	0	0	0	0	0	0	0	0	0
ENSG00000297194	0	0	0	0	0	0	0	0	0
PDGFB	193	153	153	80	40	131	58	27	29
ENSG00000284633	0	0	3	0	0	2	3	1	1
ENSG00000299144	0	0	0	0	0	0	0	0	0
ENSG00000224794	0	0	0	0	0	0	3	3	2
ENSG00000299161	0	0	0	0	0	0	0	0	0
ENSG00000295778	8	4	28	10	2	13	8	8	29
ENSG00000295759	0	0	0	0	0	0	1	0	0
RPL3	67630	63073	92144	105105	51727	114901	91535	41693	91619
SNORD83B	0	0	0	0	0	0	0	0	0
SNORD83A	5	3	9	9	4	20	9	8	19
SNORD43	0	0	0	0	0	0	0	0	0
SYNGR1	825	767	1058	1149	827	1361	1073	354	1370
ENSG00000280216	4	2	9	6	3	9	11	3	7
ENSG00000294968	0	0	0	0	0	0	0	1	1
TAB1	1412	1350	1418	1976	1042	1941	1790	840	2097
MGAT3	442	420	555	652	204	623	298	179	582
MGAT3-AS1	0	0	0	0	0	0	0	0	0
MIEF1	2403	2337	2146	3667	1299	2723	2811	1957	3495
ENSG00000303883	0	0	0	0	0	0	0	0	1
MIURF	0	0	0	0	0	0	0	0	0
ATF4	16288	14451	14288	34477	12465	24390	35061	22361	15616
RPS19BP1	893	817	1161	1634	581	1619	923	562	1658
ENSG00000303612	0	0	0	0	0	0	0	0	0
CACNA1I	175	146	199	138	103	268	181	47	142
ENSG00000301075	0	0	0	0	0	0	0	0	0
ENTHD1	0	0	2	0	0	0	1	0	0
MTFR2P2	0	0	0	0	0	0	0	0	0
RN7SKP210	0	0	0	0	0	0	0	0	0
UQCRFS1P1	202	241	68	844	402	78	461	85	117
ENSG00000296191	0	0	0	0	0	0	0	0	0
GRAP2	1	4	6	6	3	12	2	3	2
TMA7B	5	1	1	16	2	2	19	11	2
FAM83F	1086	938	543	3561	321	1300	463	1020	884
TNRC6B-DT	3	1	4	4	1	5	4	4	0
ENSG00000309925	1	0	0	0	0	4	0	0	0
TNRC6B	1310	1010	2003	2179	1438	3394	4143	2095	3746
RPL7P52	0	0	0	0	0	0	0	0	0
ENSG00000309895	0	0	0	0	0	0	0	0	0
ADSL	228	246	261	533	177	384	527	536	554
ENSG00000284431	4	3	2	1	2	8	2	1	6
SGSM3	16	11	28	18	11	50	31	5	46
SGSM3-AS1	0	0	0	0	0	0	0	0	0
MRTFA	1292	1103	1435	1795	1092	1901	2076	801	2195
ENSG00000272834	0	0	0	0	0	0	1	1	0
ENSG00000227413	0	0	0	0	0	0	0	0	0
MRTFA-AS1	0	0	0	0	0	0	0	0	0
COX6B1P3	0	0	0	0	0	0	0	0	0
RPL4P6	6	0	8	5	3	8	4	9	11
ENSG00000301306	1	0	0	1	2	1	2	0	2
ENSG00000303151	0	0	0	0	0	0	0	0	0
ENSG00000303129	0	0	0	0	0	8	2	3	2
ENSG00000289292	14	11	17	30	6	67	7	13	8
GAPDHP37	0	0	1	0	0	0	0	0	0
MCHR1	64	61	77	362	196	222	486	264	525
ENSG00000309667	0	0	0	0	0	1	1	0	1
ENSG00000302971	0	0	0	0	0	0	0	0	0
SLC25A17	1044	1044	962	2152	814	1679	1845	1533	1736
RFKP4	0	0	5	0	0	1	1	0	0
JTBP1	0	0	0	0	0	0	0	0	0
MIR4766	0	0	0	0	0	0	1	0	0
ST13	6851	6744	8009	17408	6556	11939	19896	16348	11721
ENSG00000305592	0	0	1	4	1	3	3	0	0
XPNPEP3	750	695	566	1285	575	1183	1760	1377	1279
DNAJB7	1	0	0	1	1	0	0	0	0
RNU6-379P	0	0	0	0	0	3	0	0	0
RBX1	1797	1609	1275	3154	2052	2400	4688	3508	2559
ENSG00000304944	0	0	0	0	0	0	1	0	0
RPS9P2	73	85	165	348	70	216	256	87	168
ACTBP15	1	0	3	1	0	0	1	0	1
ENSG00000296654	0	0	0	0	1	0	0	0	0
EP300	4201	2728	6164	5899	3219	7111	10807	6582	10828
MIR1281	0	0	0	0	0	0	0	0	0
EP300-AS1	60	59	13	68	24	67	70	36	37
RNU6-375P	0	0	0	0	0	1	0	0	0
LRRC37A14P	0	0	0	0	0	0	0	0	0
L3MBTL2	1339	1204	1403	2568	1072	1905	2205	1041	2910
L3MBTL2-AS1	1	0	11	12	13	30	84	18	12
CHADL	15	7	19	8	13	21	13	3	10
RANGAP1	4615	4435	6027	9411	3477	7163	6324	3538	8396
MIR6889	0	0	0	0	0	0	0	0	1
ENSG00000304876	1	3	2	4	1	0	1	10	1
ZC3H7B	3382	3036	5156	6315	2385	6896	4094	2006	7395
ENSG00000298609	0	3	6	3	2	7	10	2	4
TEF	434	337	1187	387	445	800	701	169	487
RNU6-495P	0	0	2	0	0	1	0	0	0
ENSG00000301754	1	5	7	3	5	10	5	0	15
ENSG00000273424	4	2	3	1	3	1	5	1	2
TOB2	2141	1780	2644	4313	1722	2713	3624	1824	4031
ENSG00000289841	2	1	4	2	0	2	3	0	3
ACO2	3756	3311	3321	8681	3208	6868	6680	3978	7011
ENSG00000301767	1	3	3	3	0	0	1	0	0
PHF5A	2395	2354	1620	4478	1849	2439	3318	1822	2545
POLR3H	1090	1103	1234	2137	812	1416	1264	764	2750
ENSG00000286491	3	0	2	1	2	1	11	2	3
ENSG00000297861	0	0	0	0	0	0	0	0	0
CSDC2	110	89	130	13	101	112	148	7	144
PMM1	313	243	573	505	314	844	512	168	513
DESI1	1781	1614	1733	3124	1255	2216	2940	1948	2525
XRCC6	29093	28856	23503	41443	19597	40576	44482	30662	41130
SNU13	3634	3566	4115	6645	2955	6065	7185	5473	6323
ENSG00000285531	40	22	35	85	15	49	28	51	83
RNU6-476P	0	0	0	0	0	0	0	0	0
C22orf46P	390	319	970	495	221	777	743	388	900
MEI1	2	5	3	0	2	2	2	3	5
HMGN2P10	0	0	0	0	0	0	0	0	0
RNU6ATAC22P	0	0	0	0	0	0	0	0	0
CCDC134	667	622	647	1356	616	1340	1718	1011	1467
SREBF2-AS1	7	5	8	10	7	16	10	13	11
SREBF2	14697	12992	11586	22429	17256	22575	32801	10860	27885
MIR33A	0	0	0	0	0	0	0	0	0
SHISA8	2	3	8	28	4	13	9	0	4
ENSG00000304470	1	0	0	0	0	0	0	0	0
TNFRSF13C	50	25	67	45	58	115	106	16	101
MIR378I	0	0	0	0	0	0	0	0	0
CENPM	784	747	776	1090	647	867	783	299	1005
SMIM45	10	12	27	29	28	52	38	8	36
SEPTIN3	2484	2292	2854	4254	3310	4793	12088	5624	8051
ENSG00000224883	0	0	0	0	0	0	1	0	1
ENSG00000301540	0	0	0	0	0	0	0	0	0
WBP2NL	1	0	0	0	0	0	0	0	0
ENSG00000293202	0	0	0	0	0	0	0	0	0
SLC25A5P1	0	0	0	0	0	0	0	0	0
NAGA	1332	1192	1305	2217	1108	2173	2632	1333	1753
ENSG00000286659	4	2	7	5	8	4	12	7	7
PHETA2	31	24	41	5	4	4	7	1	4
SNORD13P1	0	0	0	0	1	0	0	0	0
ENSG00000309045	0	0	0	2	0	0	2	0	0
SMDT1	228	228	324	536	278	452	681	315	499
NDUFA6	1513	1535	1940	3903	1680	3103	5680	4862	3446
ENSG00000270083	7	5	4	6	3	7	5	2	9
NDUFA6-DT	17	13	38	17	33	57	53	16	72
OLA1P1	421	466	371	786	340	670	1223	866	585
CYP2D6	13	12	26	13	18	49	31	11	27
ENSG00000227370	0	0	5	2	0	1	2	1	7
ENSG00000232710	0	2	3	4	1	1	2	1	13
ENSG00000281538	3	4	6	2	9	14	8	3	13
CYP2D7	21	15	42	18	22	81	34	3	44
ENSG00000303069	1	1	0	0	0	2	3	0	0
CYP2D8P	0	1	3	1	3	2	2	0	8
TCF20	2875	2555	3315	3972	2047	4519	5359	3121	5434
ENSG00000288719	0	0	0	0	2	2	0	0	0
OGFRP1	71	81	68	120	17	40	57	90	135
LINC01315	345	281	266	461	252	355	494	296	366
NFAM1	70	62	111	162	39	78	71	48	51
ENSG00000299904	9	3	18	26	2	15	6	2	4
ENSG00000230107	6	4	9	23	1	14	1	12	7
SERHL	25	19	34	23	8	13	12	9	6
ENSG00000295474	13	6	35	7	13	36	33	9	17
RRP7A	2294	2265	2609	5004	1692	3780	2824	1560	4680
ENSG00000295412	0	0	0	0	0	0	0	0	0
SERHL2	6	7	29	27	3	17	12	3	9
RRP7BP	158	141	477	260	107	502	241	164	532
RN7SKP80	0	1	7	4	3	23	10	2	7
RNU6-513P	0	0	0	0	0	0	0	0	0
ENSG00000295452	0	1	2	0	0	0	0	0	2
POLDIP3	3	0	2	3	2	1	8	4	0
ENSG00000289517	0	0	0	0	0	0	0	0	1
ENSG00000295434	0	1	2	1	3	7	4	10	1
ENSG00000270022	0	0	3	4	0	3	5	5	0
RNU12	0	0	0	0	0	0	0	0	0
CYB5R3	3151	2884	2389	4967	3562	3798	6134	1711	4172
ATP5MGL	0	1	2	6	1	0	3	4	0
A4GALT	332	313	638	1010	260	727	374	239	290
ENSG00000303951	0	0	0	0	0	0	0	0	0
RPL5P34	290	364	1387	2751	443	1910	3715	2178	1491
GOLGA2P4	0	0	0	0	0	0	0	0	0
ENSG00000307819	0	0	0	0	0	0	0	0	0
ENSG00000307847	0	0	1	0	0	0	1	0	0
ADAMTS7P5	2	1	2	0	1	2	0	0	1
ARFGAP3	698	688	1256	865	597	1611	1301	697	901
PACSIN2	2518	2421	3009	4591	1843	4330	4652	3278	3763
COA1P1	0	0	0	0	0	1	0	0	0
ENSG00000307798	0	0	1	0	0	1	1	0	1
TTLL1-AS1	1	1	0	0	0	2	1	0	1
TTLL1	364	342	563	607	503	1069	1773	653	601
RPS25P10	0	0	0	0	0	0	0	0	0
BIK	8	9	62	54	17	34	15	8	29
MCAT	348	330	298	691	279	471	494	270	682
TSPO	427	386	409	112	400	408	348	39	236
TTLL12	6075	5529	4544	12010	3611	7021	6282	2876	8568
SCUBE1	635	557	346	272	884	665	2029	426	1415
SCUBE1-AS2	2	0	0	0	1	1	2	2	0
ENSG00000234892	0	0	0	1	0	0	1	0	0
SCUBE1-AS1	4	7	0	1	7	2	13	3	3
ENSG00000299223	0	1	4	0	0	0	0	0	0
LINC01639	3	0	4	1	0	0	1	0	1
MPPED1	15	15	17	28	53	33	107	23	56
ENSG00000286801	0	0	0	0	0	0	0	0	0
EFCAB6-AS1	0	0	0	0	0	2	0	0	0
EFCAB6	35	35	42	46	25	61	74	59	77
ENSG00000233157	0	0	0	0	0	0	0	0	0
ENSG00000299489	0	0	0	0	0	0	0	0	0
HMGN2P9	0	0	0	0	0	0	0	0	0
EFCAB6-DT	7	18	18	13	13	21	42	6	21
ENSG00000299503	10	2	2	7	0	7	8	2	7
SULT4A1	211	203	495	280	259	850	578	262	672
ENSG00000299520	0	0	0	0	0	0	0	0	0
PNPLA5	196	152	173	222	31	167	102	62	160
ENSG00000304926	6	8	2	3	4	2	3	2	4
PNPLA3	527	455	721	604	506	671	913	293	1191
SAMM50	2218	2313	2147	4317	1378	3302	3094	2511	2824
RPL35AP36	0	1	1	3	0	2	2	1	2
PARVB	399	404	605	310	293	550	841	281	636
ENSG00000279175	0	0	1	0	1	1	0	0	0
ENSG00000280434	1	0	18	3	1	8	9	0	6
PARVG	23	19	52	3	13	14	34	9	51
ENSG00000298339	0	0	0	0	0	0	0	0	0
ENSG00000279933	0	0	0	0	0	0	0	0	0
ENSG00000280011	0	0	0	0	0	0	0	1	0
SHISAL1	336	278	363	261	203	319	497	190	374
ENSG00000298486	0	0	0	0	0	0	0	0	0
ENSG00000296820	0	0	0	0	0	0	0	0	0
ENSG00000296842	0	0	0	0	0	0	0	0	0
ENSG00000220702	0	0	0	0	0	0	0	0	0
ENSG00000301322	0	0	0	0	0	0	1	0	0
SKP1P4	0	0	0	0	0	0	0	0	0
LINC01656	0	0	0	0	0	0	0	0	0
MRPS18CP6	0	0	1	0	0	0	0	0	0
ENSG00000279642	0	0	0	0	0	1	0	0	0
RTL6	1736	1606	1988	2866	1579	2381	3205	1333	4529
KRT18P23	0	0	0	1	0	0	0	1	0
LINC00207	0	0	0	0	0	0	0	0	0
LINC00229	0	0	1	0	0	0	0	0	0
ENSG00000308520	0	0	0	0	0	0	0	0	0
ANP32BP2	0	0	0	0	0	0	0	0	0
ENSG00000297748	1	0	0	3	3	3	6	2	3
PRR5	304	314	302	453	228	248	296	95	272
ENSG00000306608	0	0	0	0	0	0	0	0	0
PRR5-ARHGAP8	6	4	3	6	2	3	1	1	5
ENSG00000309628	0	0	0	0	0	0	0	0	0
ARHGAP8	23	18	86	22	4	103	12	23	52
PHF21B	433	329	857	743	665	1214	1480	606	1986
ENSG00000293370	0	0	0	0	0	0	0	0	0
RPL6P28	0	0	0	0	0	0	0	0	0
ENSG00000230922	13	8	24	15	14	20	13	12	19
ENSG00000308760	3	0	7	6	0	2	2	0	3
ENSG00000308781	1	1	3	0	0	2	1	1	0
NUP50-DT	151	169	207	299	235	389	595	304	300
ENSG00000273243	9	10	8	10	4	10	13	2	22
NUP50	4482	4179	4405	8139	3251	5862	9053	6928	7753
ENSG00000273353	0	0	1	0	2	1	2	0	4
KIAA0930	3351	2992	3439	4148	2574	4776	5246	1977	5117
MIR1249	1	0	0	0	0	3	2	0	5
ENSG00000293744	0	0	0	0	0	0	0	0	0
ENSG00000273287	4	1	12	4	3	17	6	1	7
ENSG00000298378	0	0	0	1	0	0	0	0	1
ENSG00000301739	0	0	0	0	0	0	0	0	0
ENSG00000213752	0	0	0	0	0	0	0	0	0
UPK3A	22	11	32	15	8	16	32	7	11
FAM118A	533	482	1231	775	528	1565	1124	577	1457
SMC1B	10	4	25	5	4	20	7	5	17
RIBC2	49	34	40	40	29	62	54	45	65
ENSG00000232363	0	0	0	0	0	1	0	0	0
FBLN1	7497	6786	6568	12839	7059	10813	14901	7724	9935
LINC01589	0	0	0	1	0	0	1	0	2
RNU6-1161P	0	0	0	0	0	0	0	0	0
ENSG00000307862	2	0	4	2	1	6	2	0	1
ENSG00000280383	5	9	18	4	2	8	6	8	13
ATXN10	5061	5086	4800	6728	4475	7051	10619	6163	7345
MIR4762	0	0	0	0	0	0	0	0	0
TRNT1P2	0	0	0	0	0	0	0	0	0
ENSG00000294602	0	0	2	0	0	0	0	0	0
ENSG00000279954	3	1	7	0	3	9	6	2	8
ENSG00000235091	0	0	0	0	0	0	0	0	1
ENSG00000297345	0	0	0	0	0	0	0	0	0
WNT7B	14	12	14	45	23	52	74	17	22
ENSG00000280424	0	0	0	0	0	2	0	0	0
ENSG00000293884	0	0	0	1	0	1	1	0	0
ENSG00000273145	77	59	74	78	72	103	229	68	58
ENSG00000300548	0	0	0	0	0	0	0	0	0
ENSG00000303445	3	0	1	0	1	4	2	0	0
LINC00899	21	21	23	12	10	24	17	10	13
MIRLET7BHG	3	3	2	2	3	3	4	3	3
PRR34	0	0	0	0	0	0	0	0	1
ENSG00000231010	0	0	0	0	0	0	0	0	0
ENSG00000303537	0	0	1	0	0	0	0	0	0
LINC02939	4	5	8	1	2	14	14	7	3
ENSG00000289044	0	0	0	0	0	0	0	0	0
ENSG00000303516	0	0	0	0	0	0	0	0	0
ENSG00000303492	0	0	0	0	0	0	0	0	0
MIR3619	0	0	0	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0	0	0	0
MIR4763	0	0	0	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0	0	0	0
ENSG00000310052	0	0	0	0	0	0	0	0	0
ENSG00000310037	0	1	1	0	0	0	0	0	0
PPARA	224	178	366	287	129	285	310	185	290
ENSG00000310070	0	0	0	0	0	0	0	0	0
ENSG00000280384	0	0	0	0	0	2	0	0	0
CDPF1	319	257	359	513	344	488	840	273	454
ENSG00000310243	0	0	1	0	0	2	3	1	0
ENSG00000289858	44	50	50	34	32	80	96	37	72
PKDREJ	1	3	4	2	2	3	4	0	8
TTC38	921	796	875	950	789	1378	1745	700	1897
GTSE1-DT	41	39	38	44	17	62	26	18	25
GTSE1	2003	1857	2032	3360	1766	3082	3749	1541	4257
TRMU	1162	979	1125	2096	962	1923	1996	1353	2394
CELSR1	967	664	2306	1301	635	2133	1339	668	1878
ENSG00000297903	0	0	1	0	0	0	0	0	1
FAM136EP	0	0	0	2	0	0	0	0	0
LINC02925	3	2	15	0	3	8	9	4	3
ENSG00000306064	12	12	7	18	5	26	6	5	9
GRAMD4	705	577	721	1555	699	1318	1019	476	1218
ENSG00000299567	1	0	3	2	0	3	1	3	0
CERK	2733	2511	3067	4770	2386	4232	4911	2961	5663
ENSG00000300169	0	0	0	0	0	0	0	0	0
TBC1D22A-DT	248	199	155	209	145	324	349	172	199
TBC1D22A	757	699	744	1266	582	993	1182	693	1166
TBC1D22A-AS1	0	0	0	0	0	0	0	0	0
ENSG00000278881	0	0	0	0	0	0	0	0	0
ENSG00000302054	0	0	0	0	0	0	0	0	0
ENSG00000296742	0	0	0	0	0	0	0	0	0
ENSG00000280312	0	0	0	0	0	0	0	0	0
ENSG00000224715	0	0	0	0	0	0	0	0	0
ENSG00000303026	0	0	0	0	0	0	0	0	0
LINC01644	0	0	0	0	0	0	0	0	0
LINC00898	0	0	0	0	0	0	0	0	2
EPIC1	0	0	1	0	0	1	3	0	2
ENSG00000305190	0	0	0	0	0	3	0	0	0
ENSG00000232897	0	0	0	0	0	0	0	0	0
ENSG00000305206	0	0	0	0	0	0	0	0	0
ENSG00000279712	0	0	0	0	0	0	0	0	0
ENSG00000235154	0	0	0	0	0	0	0	0	0
ENSG00000278890	0	0	0	0	0	0	0	0	0
ENSG00000238192	0	0	0	0	0	0	0	0	0
ENSG00000229275	0	0	0	0	0	0	0	0	0
ENSG00000306452	0	0	0	0	0	0	0	0	0
