""	WT_1	WT_2	WT_3	Y2_1	Y2_2	Y2_3	YT_1	YT_2	YT_3
ENSG00000289870	0	0	2	0	0	0	0	0	0
ENSG00000296858	0	0	0	0	0	0	0	0	0
ENSG00000299839	0	0	0	0	0	0	0	0	0
RPS5P7	0	0	0	0	0	0	0	0	0
ENSG00000305974	0	0	0	0	0	0	0	0	0
TMEM164	1985	1755	1829	3412	3005	3540	5909	2296	4306
MIR652	0	0	0	0	0	0	0	0	0
MIR3978	0	0	0	0	0	0	0	0	0
AMMECR1	2520	2205	1910	5906	6624	4777	8864	2659	5433
SNORD96B	0	0	0	0	0	0	0	0	0
AMMECR1-IT1	0	0	0	0	0	0	0	0	1
GNG5B	1	4	2	59	93	9	128	2	3
RTL9	44	37	15	56	59	68	65	12	21
ENSG00000287685	1	0	0	3	3	3	0	0	0
CRIPTO3	3272	3186	1056	8315	3695	3466	2457	1149	3867
M6PRP1	0	0	0	0	0	0	0	0	0
CHRDL1	1567	1532	1584	2071	1888	2915	4572	1742	3545
PAK3	483	366	1086	838	1163	1686	2962	934	2607
ENSG00000303947	0	0	2	0	0	0	0	0	0
FCF1P4	0	0	0	0	0	0	0	0	0
GLUD1P9	0	0	0	0	0	0	0	0	0
CAPN6	1027	904	1744	783	596	563	259	84	253
DCX	566	502	401	765	1197	1404	3164	749	2355
RNU6-496P	0	0	0	0	0	0	0	0	0
HMGB1P12	0	0	0	0	0	0	0	0	0
SERTM2	79	73	205	129	134	179	42	23	64
ENSG00000298367	37	29	40	211	160	52	3	8	1
ENSG00000229939	1	0	0	0	0	2	0	0	0
EIF4BP7	1200	1111	1679	1928	984	2299	1963	792	2267
RPL18AP15	0	0	0	1	0	0	1	0	0
ALG13	2736	2464	3196	4504	5584	3902	4966	1617	2777
RNA5SP512	1	0	1	0	0	1	0	1	0
ALG13-AS1	0	0	0	0	0	1	0	0	0
TRPC5	106	94	139	83	127	258	408	112	397
TRPC5OS	1	0	0	2	1	3	1	2	2
ENSG00000271421	0	0	0	0	0	0	0	0	0
RTL4	34	47	37	27	62	61	173	46	60
DPRXP7	0	0	0	0	0	0	0	0	0
CCDC121P1	0	0	0	0	0	0	0	0	0
ENSG00000303663	4	0	6	8	8	0	0	0	0
LHFPL1	101	113	229	120	105	220	98	34	95
ENSG00000303644	0	1	0	0	0	0	0	0	0
ENSG00000303677	12	9	22	18	8	24	4	2	6
HMGB3P30	0	0	0	0	0	0	0	0	0
AMOT	574	458	813	255	560	1227	1942	731	1710
MIR4329	0	0	0	0	0	0	0	0	0
ENSG00000286072	1	1	1	0	2	0	0	0	0
ENSG00000296408	0	0	0	0	0	0	0	0	0
RN7SL266P	0	0	0	0	0	0	0	0	0
RNU6-1015P	0	0	0	0	0	0	0	0	0
ENSG00000286767	0	0	0	0	0	0	0	0	0
ENSG00000304131	1	0	10	0	1	1	0	0	0
ENSG00000235329	0	0	0	1	0	2	2	0	0
PPIHP2	0	0	2	2	0	0	0	0	2
ENSG00000300962	0	0	0	0	0	2	0	0	0
XACT	171	138	1959	531	761	343	17	33	29
QTRT1P1	0	0	0	0	0	0	0	0	0
RNU1-57P	0	0	0	0	0	0	0	0	0
ENSG00000299780	0	0	0	0	0	0	0	0	0
RN7SL93P	0	0	2	0	0	0	0	0	0
ENSG00000288595	745	687	984	17	8	0	1	0	0
ENSG00000230502	0	0	0	0	0	0	0	0	0
TNPO3P1	0	0	0	0	0	0	0	0	0
SSU72P1	0	0	0	0	0	0	0	0	0
ENSG00000296968	71	69	100	82	38	45	6	7	4
HTR2C	119	109	191	351	199	525	230	109	127
RPL36AP53	0	0	0	0	0	0	0	0	0
ENSG00000289287	657	648	203	1333	793	182	2	40	2
SNORA35	0	0	0	0	0	0	0	0	0
MIR764	0	0	0	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0	0	0	0
MIR1264	0	0	0	0	0	0	0	0	0
ENSG00000306059	0	0	0	0	0	0	0	0	0
MIR1298	0	0	2	0	0	0	0	0	0
MIR1911	0	0	0	0	0	0	0	0	0
HSPA8P7	5	16	11	147	73	12	109	18	59
MIR448	0	0	0	0	0	0	0	0	0
ENSG00000270413	0	0	0	0	0	0	0	0	0
IL13RA2	1	1	0	0	0	5	0	0	3
RNU6-648P	0	0	0	0	0	0	0	0	0
ENSG00000238223	0	0	0	0	0	0	0	0	0
YAP1P2	0	0	0	0	0	0	0	0	0
LRCH2	597	547	862	937	1400	2154	2941	949	2189
SNORA35B	0	0	0	0	0	0	0	0	0
RBMXL3	0	0	0	0	0	0	0	0	0
RPL36P18	0	0	0	0	0	0	0	0	0
LUZP4	0	0	1	1	0	0	0	0	1
ENSG00000301333	0	0	0	2	0	0	1	0	0
ENSG00000301355	0	0	0	1	0	3	1	1	0
ENSG00000302967	0	0	1	0	0	3	1	0	0
ENSG00000302988	0	0	0	0	0	0	0	0	0
TUBAP6	0	0	0	0	0	1	0	1	0
ENSG00000271021	7	1	15	0	2	11	12	4	10
ENSG00000306932	1	0	18	3	0	3	3	0	6
PLS3-AS1	26	18	16	23	24	34	51	12	18
ENSG00000252441	0	0	0	0	0	0	0	0	0
ENSG00000302774	1	0	1	0	0	1	0	0	0
PLS3	13511	13366	29367	29484	23182	29747	29499	11390	28325
PHF5AP4	0	0	0	0	0	0	0	1	0
ASS1P5	0	0	0	1	0	0	0	0	0
ENSG00000295594	0	0	0	0	0	0	0	0	0
DANT2	20	18	255	38	45	88	54	18	70
EEF1GP5	1	2	0	36	3	0	18	1	0
SUMO2P21	726	659	1211	2790	3931	2495	5243	952	2532
ENSG00000309530	4	0	15	8	1	0	0	0	0
ENSG00000309508	8	6	13	7	9	4	0	0	0
DANT1	806	668	1049	1327	659	286	1	29	5
ENSG00000308829	0	0	0	0	2	0	2	1	2
RN7SL712P	0	0	0	0	0	0	0	0	0
AKR1B1P8	0	0	0	0	0	0	0	0	0
API5P1	392	410	558	829	835	948	1169	312	966
AGTR2	0	0	0	0	0	0	0	0	1
RNU6-154P	0	0	0	0	0	0	0	0	0
SLC6A14	0	0	0	1	0	0	0	0	2
CT83	0	0	0	1	0	2	0	0	0
SLC6A14P1	3	0	0	1	0	2	0	0	0
SLC6A14P2	0	0	0	0	0	0	0	0	0
ENSG00000230159	1232	1007	202	3433	2922	1309	87	125	54
PRPF4BP1	1	0	1	8	4	0	3	1	1
RNU6-1323P	0	0	0	0	0	0	0	0	0
SETP8	2	0	4	25	3	4	21	0	2
ENSG00000238066	0	0	0	0	0	0	0	0	0
TCERG1P1	0	0	0	0	0	0	0	0	0
ENSG00000279587	2	4	0	2	4	6	5	5	8
KLHL13	606	661	776	1165	1150	1948	3240	1422	2946
TUBB4BP3	0	0	0	0	0	0	0	0	0
RPL12P43	0	0	0	0	0	0	0	0	0
ENSG00000270619	0	0	0	0	0	0	0	0	0
WDR44	1095	923	765	4074	2968	3822	4423	1643	4161
MIR1277	0	0	0	0	0	0	0	0	0
DOCK11	699	608	1069	2511	2415	2717	2785	860	2327
RBBP8P1	0	0	0	0	0	0	0	0	0
ENSG00000303890	0	1	0	0	0	0	0	0	0
IL13RA1	884	854	666	1778	2318	2257	4438	1401	2085
ENSG00000239182	0	0	0	0	0	0	0	0	0
TMEM30BP1	1	1	1	0	0	0	4	0	2
ENSG00000303654	0	0	0	0	0	0	0	0	0
ZCCHC12	33	39	96	63	69	86	144	94	105
LINC01285	15	5	21	16	17	44	50	19	34
ENSG00000305130	0	0	0	0	0	0	0	0	0
AKR7A2P2	0	0	0	0	0	0	0	0	0
COBLP1	0	0	0	0	0	0	0	0	0
LONRF3	6	6	23	26	50	63	148	47	87
CT47C1	0	0	0	0	0	0	0	0	0
KIAA1210	0	1	0	0	0	0	1	0	0
ENSG00000306898	0	0	0	0	0	0	0	0	0
ARL5AP1	0	0	0	0	0	0	0	0	0
ENSG00000303515	0	0	0	0	0	0	0	0	0
HNRNPA1P28	0	1	0	18	5	4	9	0	4
NUDT19P6	0	0	0	0	0	0	0	0	0
PGRMC1	10962	10609	5867	17797	14869	14014	23897	12067	16676
AKAP17BP	28	12	8	8	11	29	22	7	17
ENSG00000298573	4	2	1	1	0	7	3	0	1
LINC03098	1	1	6	6	2	2	1	0	4
ENSG00000226661	0	0	2	0	0	0	2	0	2
MRPS17P9	0	0	0	0	0	0	0	0	0
ENSG00000302321	0	0	0	0	3	0	1	0	0
SLC25A43	225	242	340	492	704	575	1277	394	769
ENSG00000237903	0	0	1	0	4	1	1	0	0
RNU1-67P	0	0	0	0	0	0	0	0	0
RN7SL118P	0	0	1	0	0	1	0	0	2
RNY3P16	0	0	1	3	1	1	3	1	1
SLC25A5-AS1	44	34	64	134	114	194	216	89	112
SLC25A5	17075	15010	12098	47251	38318	47150	47479	23943	42568
UBE2A	1887	1801	2067	6841	9497	5656	10979	3423	6062
ENSG00000302350	0	0	0	0	0	0	0	0	1
ENSG00000302332	0	0	0	0	0	0	0	0	0
ENSG00000302366	0	1	0	1	0	1	0	0	1
STEEP1	828	845	826	2979	1748	2536	1961	956	2420
NKRF	946	836	677	2878	2666	2531	3079	1187	2939
ENSG00000289864	0	0	0	0	1	2	1	0	0
SEPTIN6	2228	2010	1800	14802	13943	12238	18032	5468	8473
MIR766	0	0	0	0	4	1	0	0	2
ENSG00000279601	10	15	12	42	14	92	24	20	23
ENSG00000295343	1	0	1	0	0	1	4	1	2
SOWAHD	73	62	56	386	144	296	198	138	214
RPL39	222	272	186	745	884	272	727	191	233
SNORA69	0	0	2	0	0	0	0	0	1
ENSG00000286366	20	25	38	31	42	69	61	25	49
ENSG00000290162	0	0	2	2	3	4	3	1	3
ENSG00000290163	0	1	0	1	0	2	2	3	2
ENSG00000290164	0	1	6	2	1	15	11	4	15
ENSG00000290165	8	10	16	12	20	26	26	14	26
UPF3B	1199	1065	2201	4188	6348	4944	6521	1546	5486
ENSG00000297015	0	0	0	1	0	0	0	0	0
RNF113A	378	357	402	642	399	654	734	338	562
NDUFA1	794	731	569	2901	4790	1238	4117	1155	1154
ENSG00000297034	0	0	0	0	0	0	1	0	0
AKAP14	16	8	22	16	46	44	116	34	43
NKAP	697	635	976	2120	1858	2627	2764	1183	2125
RHOXF1P3	0	0	0	5	4	2	1	2	3
ENSG00000291200	3	1	8	3	16	3	8	2	4
RHOXF1P2	0	0	0	0	0	0	0	0	0
RHOXF1P1	0	0	0	0	0	0	0	0	0
RHOXF1-AS1	24	37	15	617	793	207	10	14	8
ENSG00000305835	0	0	0	0	0	0	0	0	0
RHOXF2B	0	0	0	0	0	0	0	0	0
RHOXF1	26	13	46	9	45	62	107	49	24
ENSG00000307914	0	0	0	0	0	1	2	0	0
RHOXF2	0	0	0	0	0	0	0	0	0
NKAPP1	15	8	16	21	31	12	21	6	17
SFR1P1	0	1	0	1	1	0	0	0	0
EEF1A1P30	1	0	2	0	0	1	0	0	4
ENSG00000307893	0	0	2	0	0	0	0	0	0
ZBTB33	1208	1186	1066	3578	5169	2814	6327	1877	4337
TMEM255A	85	65	188	159	605	444	2006	607	810
ENSG00000232042	0	0	0	0	0	0	0	0	0
ATP1B4	1	0	0	2	0	0	1	0	0
LAMP2	2115	2061	2086	4470	4293	3922	5813	2343	3804
RNU7-37P	0	0	0	0	0	0	0	0	0
CUL4B	2733	2462	2658	8009	7872	9312	12943	4492	10023
ENSG00000302007	0	0	1	3	2	3	3	0	0
MCTS1	957	974	785	3142	2180	2729	3577	1547	2863
C1GALT1C1	469	541	396	1372	1233	1101	1581	694	1113
ENSG00000293858	0	0	0	0	0	0	0	0	0
ENSG00000293881	0	0	0	0	0	0	0	0	0
H3P46	0	0	0	0	0	0	0	0	0
GLRX5P1	0	0	0	1	0	0	1	0	0
PA2G4P1	54	88	71	194	208	131	226	49	116
CT47B1	0	0	0	0	0	0	0	0	0
ENSG00000271346	0	0	0	0	0	0	0	0	0
ENSG00000278646	0	0	0	0	0	0	0	0	0
CT47A12	0	0	0	0	0	0	0	0	0
ENSG00000270678	0	0	0	0	0	0	0	0	0
CT47A11	0	0	0	0	0	0	0	0	0
ENSG00000270493	0	0	0	0	0	0	0	0	0
CT47A10	0	0	0	0	0	0	0	0	0
ENSG00000271154	0	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0	0
ENSG00000271041	0	0	0	0	0	0	0	0	0
CT47A8	0	0	0	0	0	0	0	0	0
ENSG00000270397	0	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0	0
ENSG00000271502	0	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0	0
ENSG00000271211	0	0	0	0	0	0	0	0	0
CT47A5	0	0	0	0	0	0	0	0	0
ENSG00000270736	0	0	0	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0	0	0	0
ENSG00000270771	0	0	0	0	0	0	0	0	0
CT47A3	0	0	0	0	0	0	0	0	0
ENSG00000270646	0	0	0	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0	0	0	0
ENSG00000270456	0	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0	0
ENSG00000270251	0	0	0	0	0	0	0	0	0
ENSG00000286163	0	0	0	0	0	2	1	1	0
ENSG00000300121	0	0	0	2	0	1	5	1	1
CBLL1P1	0	0	0	1	0	0	0	0	1
GLUD2	561	516	958	799	474	1766	1128	676	1642
ENSG00000287379	0	0	0	0	1	0	2	0	0
ENSG00000300098	0	0	0	0	0	0	0	0	0
HSPA8P1	3	10	5	128	34	4	51	6	13
MIR3672	0	0	0	0	0	0	0	0	0
ENSG00000302568	0	0	0	0	0	0	0	0	0
TPT1P13	0	0	0	0	0	0	0	0	0
ENSG00000260585	0	0	0	0	0	0	0	1	0
UBE2V1P16	0	0	0	0	0	0	1	0	1
ENSG00000302465	1	1	8	0	5	3	5	2	6
ENSG00000310232	368	322	1102	659	755	1208	1005	357	837
ENSG00000280142	54	22	267	52	98	202	107	52	165
ENSG00000287776	0	0	2	0	0	0	0	0	0
RPL3P12	0	0	0	0	0	0	0	0	0
ENSG00000297550	0	0	0	0	0	0	0	0	0
MRRFP1	1	2	0	21	7	2	9	0	3
ENSG00000307366	0	0	0	0	5	0	4	1	0
GRIA3	88	76	166	148	287	590	1040	384	881
ENSG00000307341	0	1	0	7	1	0	2	0	0
H3P47	6	11	0	141	27	4	147	17	1
ENSG00000229733	0	0	0	0	0	0	0	0	0
TUBB4AP1	0	0	0	0	1	0	0	0	0
THOC2	2236	1754	3165	3387	3877	4362	6259	1861	6178
FERP1	0	0	2	0	0	0	0	0	0
ENSG00000306843	0	0	0	0	0	0	0	0	0
MEMO1P4	0	0	0	0	4	0	0	0	0
RNU7-69P	0	0	0	0	0	0	0	0	0
ENSG00000296675	0	0	0	0	0	0	0	0	0
CHCHD2P1	0	0	0	0	0	0	0	0	0
RN7SL190P	0	0	0	0	0	0	0	0	0
XIAP	899	758	1567	1928	1817	2210	2009	721	2203
XIAP-AS1	0	0	0	0	0	0	0	0	0
RNU6-122P	0	0	0	0	0	0	0	0	0
PARD6BP1	0	0	0	0	0	0	0	0	0
STAG2-AS1	6	9	9	58	43	42	62	14	27
STAG2	4792	4457	5788	12921	12086	14466	15435	5437	13957
ZIK1P1	0	0	0	0	0	0	0	0	0
ENSG00000252693	0	0	0	0	0	0	0	0	0
HSPA8P20	0	0	0	0	0	0	0	0	0
SH2D1A	2	3	8	5	4	7	15	14	6
TEX13D	5	0	1	3	0	5	4	0	0
NPM1P34	0	0	1	0	0	0	0	0	0
ENSG00000226532	0	0	0	1	2	0	4	0	0
TENM1	75	51	51	289	377	373	442	150	313
RPS26P57	0	0	0	0	0	0	0	0	0
ENSG00000232599	0	0	0	0	0	1	2	0	0
ENSG00000301267	1	3	3	5	1	11	8	3	7
ENSG00000301283	1	0	0	3	0	2	0	0	1
TEX13C	21	12	4	62	32	29	15	4	10
FBLIM1P1	0	1	0	0	0	0	0	0	0
ENSG00000296303	1221	957	732	3841	4362	4113	1087	408	1166
ENSG00000303481	0	0	0	0	2	0	1	0	0
ENSG00000280223	0	0	0	0	0	0	0	0	0
ENSG00000237208	0	0	1	4	2	4	1	0	0
DCAF12L2	50	44	55	63	34	52	127	65	150
ENSG00000309957	0	0	0	1	0	1	0	0	1
ENSG00000295510	28	26	32	56	42	81	13	4	31
MTCO1P53	0	0	0	0	0	0	0	0	0
MTND4LP1	0	0	0	0	0	0	0	0	0
MTND4P24	0	0	1	38	105	0	51	2	0
ENSG00000274901	0	0	0	0	0	0	0	0	0
DCAF12L1	147	172	139	159	106	118	214	134	307
MTCYBP38	0	0	0	0	0	0	0	0	0
PRR32	0	0	0	0	0	0	0	0	0
ENSG00000304644	0	0	0	0	0	0	0	0	0
PNPLA10P	0	0	0	0	0	0	0	0	0
ENSG00000280275	0	0	0	0	0	0	0	0	0
ENSG00000260683	0	0	0	0	0	0	0	0	0
ENSG00000274631	0	0	0	0	0	0	1	0	0
ENSG00000235274	0	0	0	0	0	0	0	0	0
ENSG00000224548	0	0	0	0	0	0	0	0	0
ENSG00000225689	14	22	23	12	19	46	35	14	21
ACTRT1	0	0	1	0	0	1	0	0	0
ENSG00000236042	0	0	0	0	0	0	0	0	0
BTG3P1	0	0	0	0	0	0	0	0	0
ACTRT1P1	0	0	0	0	0	0	0	0	0
RPL7AP72	0	0	0	0	0	0	0	0	0
RUVBL2P1	0	0	0	0	0	0	0	0	0
KRT18P44	0	0	0	0	0	0	0	0	0
RPL32P35	0	0	0	0	0	0	0	0	0
TJAP1P1	1	0	0	2	1	1	1	1	0
ENSG00000301792	57	43	30	16	35	53	30	6	23
ENSG00000301848	3	4	4	1	4	4	0	0	4
ENSG00000298422	12	8	6	1	1	2	6	0	1
RPS26P56	0	0	0	0	1	0	0	0	0
RNA5SP513	0	0	0	0	0	0	0	0	0
SMARCA1	5037	4692	7823	10209	9839	11386	17908	6282	15372
ENSG00000252170	0	0	0	0	0	0	0	0	0
ENSG00000298253	0	2	2	1	0	0	2	0	1
OCRL	2559	2190	3310	4531	5423	6856	11299	3980	7504
ENSG00000308732	0	0	0	0	0	0	0	0	0
ENSG00000308713	0	0	0	0	0	0	0	0	1
APLN	441	445	277	111	128	642	1098	806	518
ENSG00000287024	0	0	0	0	0	0	0	0	0
ENSG00000294999	4	1	3	0	0	2	4	2	2
XPNPEP2	32	23	35	8	19	33	76	26	29
ENSG00000301170	0	0	0	0	0	0	0	0	0
ENSG00000297976	4	3	1	3	3	7	10	5	2
SASH3	0	0	0	0	0	2	0	0	1
ENSG00000240143	0	0	0	0	0	0	0	0	0
ZDHHC9	3284	3075	3650	6212	6375	5479	10954	3521	5699
ENSG00000235189	0	0	2	1	0	0	2	1	3
SALL4P2	0	0	0	0	0	0	0	0	0
UTP14A	1029	956	1879	3592	2987	2173	2813	735	4200
BCORL1	590	439	1618	643	942	1346	3215	1229	1545
ENSG00000298740	2	0	0	5	2	1	9	0	0
ENSG00000301838	0	0	0	0	0	0	0	0	0
ENSG00000301854	0	0	0	0	0	0	0	0	0
ELF4	232	222	493	430	484	511	997	320	393
ENSG00000286650	5	3	4	3	8	12	21	4	10
AIFM1	4235	3854	3413	8318	4726	8324	8992	4265	9105
RAB33A	176	165	71	172	220	347	891	391	493
ZNF280C	663	634	1246	1338	2246	2083	4355	1196	2603
ENSG00000303286	0	0	0	7	12	0	0	0	0
RNU6-1130P	0	0	0	0	0	0	0	0	0
ENSG00000225046	0	0	0	0	0	0	0	0	0
SLC25A14	270	279	354	1218	786	1005	894	385	702
GPR119	0	0	3	0	0	0	1	0	0
RBMX2	574	549	750	1034	1066	1006	1593	552	857
FSIP2LP	1	1	0	0	0	0	0	0	0
ENSG00000290740	4	2	5	1	0	6	8	3	2
ENSG00000293183	31	30	24	12	26	20	27	19	24
DENND10P1	0	0	0	0	0	0	0	0	0
ENSG00000287160	1	1	3	2	0	0	1	0	1
ENSG00000297845	0	0	0	0	0	0	0	0	0
ENSG00000271677	0	0	0	0	0	0	0	0	0
ENOX2	1002	910	1218	1495	1391	1826	2350	846	1863
SPRING1P2	0	0	0	0	0	0	0	0	0
LINC01201	4	2	4	1	18	12	25	6	12
ARHGAP36	59	60	126	40	42	45	64	21	69
RN7SL191P	0	0	0	0	0	0	0	0	0
ENSG00000287806	21	14	54	31	43	74	49	20	31
ENSG00000300762	0	0	0	0	0	0	0	0	0
OR11Q1P	0	0	1	0	0	0	0	0	0
ENSG00000276205	0	0	0	0	0	0	0	0	0
IGSF1	2285	2059	2788	2341	2179	3001	4951	1949	3535
OR11N1P	0	0	0	0	1	0	0	3	4
OR5AW1P	0	0	0	0	1	1	2	0	0
OR5BH1P	0	0	0	0	0	0	0	0	0
OR1AA1P	0	0	0	0	0	0	0	0	0
ENSG00000230973	0	0	0	0	0	0	0	0	0
NLRP7P1	0	0	0	0	0	0	0	0	0
OR13H1	0	0	0	0	0	0	0	0	0
OR13K1P	0	0	0	0	0	0	0	0	0
ENSG00000286060	3	10	12	11	20	23	27	5	26
OR7L1P	0	2	0	2	4	1	5	1	1
OR2AF1P	0	0	0	0	0	0	0	0	0
HDGFP1	1	0	0	7	1	0	11	0	0
ENSG00000303321	20	23	19	131	80	149	175	91	191
FIRRE	720	696	1291	978	1292	1799	2065	640	2152
MCRIP2P1	0	0	0	0	0	0	0	0	0
PNKDP1	2	2	2	13	1	4	4	0	4
ENSG00000309605	0	0	0	0	0	0	0	0	0
ENSG00000304235	0	0	1	0	0	0	0	0	0
ENSG00000235190	0	0	0	0	0	0	0	0	0
RNA5SP514	0	0	0	0	2	0	0	0	0
ENSG00000298669	13	11	19	7	13	16	21	5	16
ENSG00000298688	0	0	0	1	0	0	0	1	2
STK26	10033	9788	10540	13521	13502	15363	18888	7415	13500
FRMD7	1	0	0	1	0	0	0	0	0
AGKP2	1	1	0	3	1	0	5	1	1
RAP2C-AS1	95	77	146	121	166	182	337	90	142
RAP2C	2432	2384	2924	4055	4008	3688	5465	2061	3654
MBNL3	284	216	930	488	932	747	2318	642	2053
RNU6-98P	0	0	0	0	0	0	0	0	0
ENSG00000296977	0	0	0	0	0	0	0	0	0
HS6ST2	1029	976	1811	1480	854	1272	1178	604	1152
HS6ST2-AS1	0	0	0	0	0	0	0	0	0
NAA20P1	0	0	0	0	0	0	0	0	0
USP26	1	3	0	1	2	4	1	0	2
ENSG00000225949	0	0	0	0	0	0	0	0	0
ENSG00000207100	0	0	0	0	0	0	0	0	0
TFDP3	0	0	0	0	0	0	0	0	0
RNU1-115P	0	0	0	0	0	0	0	0	0
GPC4	15345	14419	19918	32736	16644	18481	7032	3250	7273
ENSG00000294448	5	9	1	3	6	8	1	1	0
RNU6-203P	0	0	0	0	0	0	0	0	0
GPC3	3954	3667	12426	2980	5068	6436	12482	4847	8889
RPS24P19	150	316	1107	4025	2192	1560	3209	392	1213
RPSAP63	0	0	0	0	0	0	0	0	0
GPC3-AS1	0	0	0	0	0	0	0	0	0
ENSG00000232068	0	0	0	0	0	0	0	0	0
ENSG00000301847	0	0	0	0	0	0	0	0	0
TIMM8BP2	2	2	4	43	12	4	30	6	9
MIR106AHG	5	7	22	80	324	40	438	19	62
MIR363	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0	0	0	0
ENSG00000310384	0	0	0	1	0	1	3	0	0
LARP1BP3	0	0	0	0	0	0	0	0	0
CCDC160	192	175	546	349	702	766	1651	463	1170
NT5DC1P2	1	1	2	4	3	3	7	1	5
PHF6	4197	4044	3429	9493	10477	10694	17993	6891	13228
HPRT1	1922	1920	1158	2628	3292	3104	5276	2155	3465
RPL36AP54	2	0	0	2	1	8	15	3	12
MIR450B	0	0	0	0	0	0	0	0	0
MIR450A1	0	0	0	0	0	0	0	0	0
MIR450A2	0	0	0	0	0	0	0	0	0
MIR542	0	0	0	0	0	0	0	0	0
MIR503HG	27	23	33	95	119	234	246	115	212
MIR503	0	0	0	0	0	0	0	0	0
MIR424	0	0	0	0	0	0	0	0	0
LINC00629	6	1	6	9	19	20	58	19	12
PLAC1	13	11	18	20	16	34	55	11	32
ENSG00000235813	0	0	0	0	0	0	0	0	0
RPL21P133	0	0	0	0	0	0	0	0	0
RPS7P12	0	0	0	0	0	0	0	0	0
RNU4-44P	0	0	0	0	0	0	0	0	0
PABIR2	1213	1081	1630	2518	2206	3620	4068	1645	3328
PABIR3	132	119	282	233	263	380	576	186	397
MOSPD1	561	533	609	1778	1308	2051	1808	724	1339
RNU6-616P	0	0	1	0	2	3	0	0	1
ENSG00000309646	1	2	5	0	5	3	3	1	5
LINC02243	0	0	0	0	0	0	0	0	0
ENSG00000297719	0	2	4	2	2	3	1	1	4
HMGB3P31	0	0	0	0	0	0	0	0	0
SMIM10	62	60	78	40	38	60	77	30	53
RTL8B	352	308	274	555	558	317	748	261	407
RTL8C	1758	1437	1021	2074	1777	1293	2816	1217	1564
ENSG00000286964	15	17	27	26	27	16	43	6	30
RTL8A	1296	1096	813	2158	2535	1351	4214	1157	1275
SMIM10L2B-AS1	3	1	6	3	1	0	0	2	3
NCLP2	0	0	0	0	0	0	0	0	0
SMIM10L2B	225	257	283	298	130	316	348	203	540
ETDB	0	0	0	0	0	0	0	0	0
ENSG00000223809	0	0	0	0	0	0	0	0	0
ENSG00000232582	0	0	0	0	0	0	0	0	0
CT55	2	1	0	7	2	3	0	0	1
ENSG00000236491	1	1	3	8	6	1	5	5	9
ENSG00000228922	0	0	0	0	0	0	0	0	0
ENSG00000269833	0	0	0	0	0	0	0	0	0
ENSG00000293661	0	0	0	0	0	0	0	0	0
ZNF75D	201	169	460	554	391	498	471	147	443
ETDA	0	0	0	0	0	1	0	0	0
ENSG00000274024	0	0	0	0	0	0	0	0	0
ENSG00000293662	0	0	1	0	0	0	0	0	0
ETDC	0	0	0	0	0	0	0	0	0
ENSG00000284994	0	0	0	0	0	0	0	0	0
ZNF449	245	227	515	517	663	536	773	203	509
ENSG00000290806	0	0	0	1	1	0	1	0	0
ENSG00000293663	0	0	1	1	0	0	0	0	0
ENSG00000229015	0	0	0	0	0	0	0	0	0
SMIM10L2A	306	314	1268	1421	500	846	693	345	684
RNA5SP515	0	0	0	0	0	0	0	0	0
CROCCP1	1	0	0	0	0	0	0	0	0
ENSG00000273988	0	0	0	0	0	0	0	0	0
WDR4P1	0	0	0	0	0	0	0	0	0
INTS6L-AS1	4	1	3	5	14	5	13	5	4
INTS6L	284	251	294	1368	1499	1225	1891	602	1570
ETS2P1	0	0	0	0	0	0	0	0	0
SAGE4P	0	0	0	0	0	0	0	0	0
SAGE3P	0	0	0	0	0	0	0	0	0
SAGE2P	0	0	0	0	0	0	0	0	0
ENSG00000274601	0	0	0	0	0	0	0	0	0
CT45A1	0	0	0	1	0	0	2	0	0
MGAT2P1	0	0	0	0	0	0	0	0	0
ENSG00000306697	0	0	0	0	0	0	0	0	0
MGAT2P2	0	0	0	0	0	0	0	0	0
CT45A3	0	0	0	0	0	0	0	0	0
CT45A5	0	0	0	1	0	0	0	0	0
CT45A6	0	0	0	0	0	0	0	0	0
CT45A2	0	0	0	0	0	0	0	0	0
CT45A7	0	0	0	0	0	0	0	0	0
CT45A8	0	0	0	0	0	0	0	0	0
CT45A9	0	1	0	0	0	0	0	0	0
CT45A10	1	0	0	4	3	0	0	0	0
SAGE1	1	0	2	11	11	0	0	0	0
CT45A11P	0	1	0	0	1	0	4	0	4
MMGT1	1350	1309	1070	3688	4128	2534	5171	1708	2652
SLC9A6	881	854	916	2471	2011	1837	3756	1539	2938
GAPDHP67	0	0	0	0	0	0	0	0	0
E2F6P4	2	1	0	1	3	1	1	0	0
ENSG00000239080	0	0	0	0	0	0	0	0	0
