""	WT_P62	Y2_P37_28	YT2_P37_7_17
ENSG00000285505	0	0	0
ATP1A3	138	239	222
GRIK5	2230	3299	4640
ZNF574	1380	1570	2059
ENSG00000289115	9	6	1
POU2F2	478	344	634
LNROP	20	19	28
MIR4323	0	0	0
DEDD2	882	1120	1462
ENSG00000288671	0	0	0
ZNF526	662	830	1130
GSK3A	1401	2549	2592
ENSG00000268643	0	0	0
ENSG00000296184	0	0	0
ENSG00000279539	1	0	0
ERF	2268	2647	4234
CIC	2084	2632	4192
ENSG00000297248	0	0	0
PAFAH1B3	2168	3075	3992
PRR19	154	139	255
TMEM145	127	270	395
MEGF8	2725	6025	7291
MIR8077	0	0	0
CNFN	115	255	279
LIPE-AS1	89	124	86
LIPE	351	500	764
ENSG00000268605	0	0	0
CXCL17	0	3	2
ENSG00000297740	0	0	0
RNU4-60P	0	0	0
ENSG00000269374	523	511	516
CEACAM1	111	35	16
CEACAMP2	0	0	0
CEACAM8	0	0	0
CEACAMP1	0	0	0
CEACAMP5	0	0	0
RPS10P28	0	0	0
PSG3	0	0	0
PSG8	0	0	0
CEACAMP6	0	0	0
PSG8-AS1	0	0	0
ENSG00000291235	0	0	0
PSG10P	0	0	0
ENSG00000295512	0	0	0
PSG1	0	0	0
PSG6	0	0	0
PSG7	0	0	0
CEACAMP7	0	0	0
PSG11-AS1	0	0	0
PSG11	0	0	0
CEACAMP8	0	0	0
PSG2	0	0	0
CEACAMP9	0	0	0
ENSG00000307623	0	0	0
ENSG00000227606	0	0	0
PSG5	0	0	0
ENSG00000307664	0	0	0
PSG4	0	0	0
ENSG00000293116	0	0	0
PSG9	0	0	0
CEACAMP10	0	0	0
ENSG00000307642	0	0	0
CEACAMP11	0	1	1
CEACAMP4	0	0	0
LINC03078	2	6	13
CD177	149	95	130
ENSG00000272396	1	0	0
ENSG00000308782	0	0	0
CD177P1	0	0	0
TEX101	1	0	1
LYPD3	182	267	102
PHLDB3	196	400	260
ETHE1	487	561	419
ZNF575	14	13	9
XRCC1	1571	2616	3074
ENSG00000269177	0	0	0
ENSG00000268361	0	1	0
ENSG00000269583	0	0	0
PINLYP	149	125	107
IRGQ	615	1401	1512
ZNF576	319	437	509
SRRM5	5	12	8
ZNF428	427	667	672
CADM4	898	929	1237
ENSG00000308028	3	5	2
PLAUR	414	518	345
RN7SL368P	3	0	1
ENSG00000283525	0	0	0
ENSG00000290609	0	0	0
IRGC	2	0	0
SMG9	1033	1270	1277
ENSG00000296816	3	8	3
KCNN4	44	32	34
ENSG00000299675	0	0	0
ENSG00000300917	4	6	1
LYPD5	36	48	31
ENSG00000268601	0	0	1
ZNF283	222	95	205
ZNF404	106	121	87
ENSG00000278917	0	2	0
ENSG00000267058	33	48	30
ENSG00000286613	6	5	10
ZNF45-AS1	30	21	31
ZNF45	732	1154	1460
ZNF221	67	153	234
ZNF155	273	471	406
ENSG00000277806	16	33	35
ENSG00000278492	2	3	9
ZNF230-DT	22	20	20
ENSG00000293690	0	0	0
ZNF230	108	230	231
ZNF222-DT	3	0	2
ZNF222	128	213	219
ENSG00000267022	0	0	0
ZNF223	26	72	70
ZNF284	40	72	84
RNU6-902P	0	0	0
ZNF224	360	646	613
ZNF225-AS1	101	464	897
ZNF225	219	396	373
ENSG00000289428	22	38	20
ZNF234	322	434	584
ENSG00000287035	2	1	0
ZNF226	638	1132	1004
ZNF227	840	1416	1503
ZNF235	175	234	273
ENSG00000279103	2	3	3
ZNF233	78	147	163
ENSG00000270679	0	0	0
NDUFA3P1	0	0	0
ZNF112	167	273	303
ENSG00000267173	0	0	0
ENSG00000302614	0	0	0
ZNF285	227	405	257
ENSG00000267188	0	0	0
ENSG00000302595	0	0	0
ZNF229	237	6	0
ZNF285BP	0	0	0
ZNF180	600	795	927
CEACAM20	0	0	0
ENSG00000267614	0	0	0
CEACAM22P	0	8	2
ENSG00000224366	0	0	0
CEACAM16-AS1	15	14	9
IGSF23	0	0	0
PVR	1007	1238	1284
MIR4531	0	0	0
CEACAM19	153	60	131
ENSG00000279095	0	0	0
CEACAM16	0	0	0
ENSG00000252200	0	0	0
ENSG00000288773	0	0	0
ENSG00000302986	0	0	0
ENSG00000302962	0	0	0
BCL3	114	143	59
MIR8085	0	0	0
ENSG00000236807	0	0	0
CBLC	723	376	182
ENSG00000285128	39	12	17
BCAM	3867	2238	2157
NECTIN2	5529	4297	4862
ENSG00000302518	1	0	0
ENSG00000267282	2	2	2
TOMM40	3896	6490	7159
APOE	15808	9691	10330
ENSG00000280087	14	8	9
APOC1	334	448	622
APOC1P1	3	0	0
APOC4	0	0	0
APOC4-APOC2	0	0	0
APOC2	0	0	0
ENSG00000267114	8	9	10
CLPTM1	2430	4592	6039
RELB	568	482	470
CLASRP	1193	1629	1910
RNU6-611P	8	1	1
ZNF296	246	245	231
GEMIN7-AS1	15	56	48
GEMIN7	882	1297	1125
MARK4	2534	3377	3172
PPP1R37	765	1304	1448
EIF5AP3	0	0	1
ENSG00000267044	0	0	0
NKPD1	32	43	22
TRAPPC6A	1224	1864	1138
BLOC1S3	135	246	317
EXOC3L2	136	139	57
ENSG00000307301	1	6	2
CKM	4	6	2
RPS16P9	2	0	0
KLC3	203	167	26
ERCC2	4395	5394	5193
PPP1R13L	555	377	332
POLR1G	1267	1522	1859
ERCC1	1827	2670	2747
MIR6088	0	0	0
ENSG00000299359	0	0	0
FOSB	52	47	10
ENSG00000299344	1	1	3
RTN2	664	991	940
PPM1N	300	312	175
ENSG00000298585	1	4	1
VASP	4455	6335	6047
OPA3	857	1029	1577
ENSG00000304183	0	0	0
GPR4	11	26	17
EML2	1014	1374	611
ENSG00000302348	0	1	2
MIR330	0	0	0
EML2-AS1	6	13	12
RN7SL836P	0	0	0
GIPR	29	50	21
MIR642A	0	0	0
MIR642B	0	0	0
SNRPD2	6181	10456	9797
QPCTL	604	1067	786
FBXO46	819	1173	1323
ENSG00000279407	91	164	172
ENSG00000295209	24	16	28
MEIOSIN	12	8	6
SIX5	1253	1310	1871
ENSG00000259605	39	57	68
DM1-AS	28	33	26
DMPK	875	998	1425
ENSG00000268434	0	0	0
DMWD	869	974	1368
RSPH6A	3	6	2
SYMPK	4400	5562	7114
ENSG00000269148	0	0	3
FOXA3	907	936	826
ENSG00000309717	0	2	0
IRF2BP1	578	797	1114
ENSG00000294696	0	0	0
MYPOP	153	249	241
NANOS2	3	3	2
ENSG00000303467	0	0	0
NOVA2	1508	1927	3885
ENSG00000304962	0	0	0
CCDC61	265	518	233
MIR769	1	0	0
PGLYRP1	0	1	0
ENSG00000268401	15	26	25
IGFL4	8	3	1
ENSG00000267922	0	0	0
ENSG00000268053	0	0	0
IGFL3	0	1	1
TGIF1P1	0	0	0
IGFL2	0	0	0
ENSG00000269729	0	2	0
IGFL2-AS1	0	2	2
IGFL1P1	1	0	0
ENSG00000268460	0	2	1
RPL12P41	0	0	0
ENSG00000269745	0	0	0
IGFL1	0	0	0
ENSG00000305735	0	0	0
ENSG00000305748	1	0	0
ENSG00000277748	0	0	0
IGFL1P2	0	0	0
HIF3A	960	637	574
RNU6-924P	0	0	0
ENSG00000269124	0	0	0
PPP5C	3575	6580	6448
ENSG00000269151	13	29	9
ENSG00000305038	0	0	0
CCDC8	1030	1654	2271
ENSG00000307653	1	0	1
PNMA8C	80	184	100
PNMA8A	2538	2968	3647
ENSG00000291145	11	36	14
PNMA8B	145	330	385
ENSG00000204850	14	4	0
PPP5D1P	0	0	0
ENSG00000278797	0	0	0
GAPDHP38	1	5	5
CALM3	14449	25674	28831
ENSG00000269292	15	17	21
ENSG00000302712	1	0	0
PTGIR	5	2	4
ENSG00000297792	0	0	0
GNG8	30	21	8
ENSG00000279161	5	6	7
ENSG00000300899	0	0	0
DACT3	112	197	268
DACT3-AS1	4	2	3
PRKD2	1843	2539	2297
RN7SL364P	1	0	0
MIR320E	6	6	0
STRN4	6069	8348	7671
ENSG00000269487	0	2	3
FKRP	727	939	1175
SLC1A5	17585	27774	13738
ENSG00000275719	41	55	56
ENSG00000275862	0	0	0
HNRNPMP2	0	0	0
ENSG00000309679	2	1	0
ENSG00000269014	0	1	0
AP2S1	3638	5747	4906
ENSG00000306538	2	2	2
ARHGAP35	4877	7201	11615
ENSG00000307953	1	0	0
NPAS1	642	456	394
TMEM160	77	106	115
ZC3H4	2022	2632	4265
ENSG00000308160	0	1	1
SAE1	12315	19948	20008
BBC3	659	982	373
MIR3190	0	0	0
MIR3191	0	0	0
ENSG00000289915	42	45	3
ENSG00000286669	8	8	5
CCDC9	874	1210	955
ENSG00000298666	0	0	0
INAFM1	54	70	33
C5AR1	19	26	8
ENSG00000293779	0	0	0
C5AR2	6	7	9
DHX34	1193	1777	2512
ENSG00000288827	9	15	13
MEIS3	1022	1202	762
SLC8A2	604	563	486
ENSG00000287896	2	0	0
KPTN	862	932	974
NAPA-AS1	44	81	89
NAPA	1023	1794	1829
ENSG00000279861	11	23	25
ZNF541	6	1	0
RN7SL322P	0	0	0
ENSG00000301500	0	0	0
ENSG00000268746	0	0	0
BICRA-AS2	9	17	15
BICRA	533	741	750
BICRA-AS1	0	0	0
ENSG00000299864	0	0	0
ENSG00000278999	0	0	0
EHD2	1779	1093	952
ENSG00000309253	3	2	7
NOP53	8839	9365	8411
SNORD23	0	0	0
NOP53-AS1	0	4	2
SELENOW	4860	6968	6443
RPL23AP80	0	0	0
ENSG00000271150	0	1	0
ENSG00000303174	0	0	0
ENSG00000303196	0	0	0
TPRX1	4	2	0
CRX	72	7	11
TPRX2	4	0	0
LINC01595	0	0	0
SULT2A1	0	0	0
BSPH1	0	0	0
ELSPBP1	0	0	0
CABP5	0	0	0
PLA2G4C	129	29	51
PLA2G4C-AS1	0	0	0
LIG1	3397	6071	7654
ENSG00000269534	0	0	1
ENSG00000269321	0	0	0
ZSWIM9	517	596	666
CARD8	812	998	1411
ENSG00000280353	1	1	2
ENSG00000268583	2	4	3
CARD8-AS1	10	7	26
ZNF114-AS1	30	39	11
ZNF114	614	597	803
ODAD1	85	104	63
EMP3	540	556	650
TMEM143	574	690	548
SYNGR4	5	3	2
KDELR1	6780	10942	9855
GRIN2D	463	506	205
GRWD1	1577	2394	3594
KCNJ14	20	20	32
ENSG00000268530	0	0	3
ENSG00000268465	0	0	0
CYTH2	1593	2702	3607
ENSG00000301887	3	5	4
LMTK3	447	427	483
ENSG00000287603	3	5	0
SULT2B1	82	74	30
FAM83E	116	65	53
SPACA4	1	0	0
RPL18	25151	29846	25577
ENSG00000304120	14	21	12
ENSG00000268093	12	3	18
SPHK2	1292	1008	1912
DBP	427	371	443
CA11	2766	3153	5172
SEC1P	27	19	30
NTN5	23	16	22
FUT2	235	144	211
MAMSTR	86	130	210
RASIP1	273	188	93
ENSG00000306119	10	10	9
IZUMO1	33	24	9
FUT1	719	1120	235
FGF21	75	73	1
RNU6-317P	0	0	0
BCAT2	1200	1274	1411
ENSG00000286024	4	17	26
HSD17B14	792	668	542
PLEKHA4	1220	732	1236
PPP1R15A	1080	1246	708
TULP2	112	60	46
NUCB1	4820	7893	7097
NUCB1-AS1	1	7	6
ENSG00000260366	5	1	3
ENSG00000309215	0	0	0
DHDH	65	78	34
ENSG00000305635	11	18	19
BAX	3255	6659	5743
ENSG00000305667	0	0	1
ENSG00000267898	6	2	4
FTL	28980	34353	31074
GYS1	2197	3651	3902
RUVBL2	4548	7004	6676
MIR6798	0	0	0
LHB	9	2	2
SAXO3	19	0	2
CGB3	3	0	0
ENSG00000267335	0	0	0
NTF6A	0	0	0
NTF6G	0	0	0
CGB2	1	8	4
CGB1	1	0	0
NTF6B	2	0	0
ENSG00000268669	0	0	0
CGB5	8	1	0
CGB8	1	1	1
ENSG00000299502	0	0	0
ENSG00000269706	0	0	0
CGB7	27	13	12
ENSG00000283663	0	0	0
ENSG00000283251	0	0	0
ENSG00000268108	1	5	1
NTF4	60	29	18
ENSG00000268287	2	1	1
KCNA7	19	14	6
RN7SL708P	0	0	0
SNRNP70	6370	11110	13777
ENSG00000297778	8	9	22
LIN7B	59	90	60
C19orf73	23	75	31
PPFIA3	1105	1623	1768
HRC	315	333	212
TRPM4	593	625	380
ENSG00000297851	1	0	1
ENSG00000297879	1	0	0
SLC6A21P	0	0	0
SUMO1P4	0	8	4
SLC6A16	58	48	54
ENSG00000304570	5	2	6
MIR4324	7	4	1
ENSG00000197813	46	30	38
CD37	8	7	5
TEAD2	5443	7259	9552
ENSG00000268157	1	0	0
DKKL1	101	165	111
ENSG00000268686	2	0	0
KASH5	25	4	1
ENSG00000302245	0	0	0
PTH2	0	0	1
GFY	133	29	18
SLC17A7	208	127	88
ENSG00000305589	7	0	12
PIH1D1	3576	4537	3998
ALDH16A1	1209	1789	2157
ENSG00000269469	0	0	0
FLT3LG	3	1	4
ENSG00000273189	0	0	4
RPL13A	27246	32919	24171
SNORD32A	0	0	0
SNORD34	0	0	0
SNORD35A	0	0	0
RPS11	34165	47054	42586
SNORD35B	0	0	0
MIR150	0	0	0
COX6CP7	0	0	0
FCGRT	956	1024	728
RCN3	244	297	299
NOSIP	1604	2472	2740
PRRG2	97	47	30
PRR12	2107	3024	4396
ENSG00000268636	1	0	0
RRAS	656	433	183
SCAF1	2516	3452	5269
IRF3	2643	3062	3376
BCL2L12	1892	2595	2350
PRMT1	14576	22967	25489
MIR5088	0	0	0
ENSG00000268677	2	0	0
ADM5	45	70	134
CPT1C	2915	3048	4556
ENSG00000295494	11	7	6
ENSG00000243829	64	108	67
TSKS	24	16	10
ENSG00000309631	0	0	0
RNU6-841P	0	0	0
ENSG00000309651	1	1	0
AP2A1	5923	8854	9198
MIR6799	0	0	0
ENSG00000297022	6	7	10
FUZ	824	1262	1291
ENSG00000269194	0	5	2
ENSG00000295248	0	0	0
MED25	2406	3348	3794
MIR6800	0	0	0
PTOV1-AS1	42	80	166
PTOV1	4192	5813	7558
ENSG00000268047	4	1	4
MIR4749	0	0	0
PTOV1-AS2	78	194	353
PNKP	1826	2725	2996
AKT1S1	1281	2002	2602
TBC1D17	973	1620	1702
MIR4750	0	0	0
IL4I1	16	23	17
NUP62	4305	4837	7584
ENSG00000269179	0	0	0
ATF5	2268	1631	596
MIR4751	0	0	0
SIGLEC11	8	2	3
ENSG00000301908	0	0	2
SIGLEC16	0	1	2
VRK3	1085	1550	1313
ZNF473	935	870	1003
ENSG00000298681	0	0	0
ENSG00000269091	0	2	0
ZNF473CR	2	4	5
ENSG00000269540	0	0	0
ENSG00000267890	17	23	21
ENSG00000287001	71	67	56
IZUMO2	34	2	0
ENSG00000301778	0	0	2
MYH14	1804	1873	1941
ENSG00000267815	0	0	0
KCNC3	384	457	1329
NR1H2	1494	1977	1631
NAPSB	0	0	1
NAPSA	30	35	24
ENSG00000269392	0	1	2
POLD1	3055	5003	5856
ENSG00000142539	0	0	0
SPIB	166	201	552
MYBPC2	334	168	190
GARIN5A	416	376	218
EMC10	2435	6096	7147
ENSG00000268854	2	0	3
MYREM	18	23	81
JOSD2	23	29	74
ASPDH	0	2	10
LRRC4B	1460	1240	1989
ENSG00000299174	1	2	4
ENSG00000268231	2	4	10
ENSG00000298650	0	2	0
SYT3	438	491	706
C19orf81	69	50	32
SHANK1	179	282	635
CLEC11A	134	208	143
ENSG00000305066	0	0	0
GPR32P1	0	0	0
GPR32	0	0	0
SMIM47	2	0	7
ACP4	0	0	0
ENSG00000268375	0	2	0
C19orf48P	3327	5680	5285
SNORD88B	0	0	0
SNORD88A	1	3	7
SNORD88C	0	0	0
TMEM277P	15	27	10
ENSG00000305714	0	1	0
ENSG00000284711	0	0	0
KLK1	33	74	60
KLK15	3	4	0
ENSG00000267968	0	1	0
KLK3	2	6	1
KLK2	5	2	0
KLKP1	0	1	0
KLK4	12	39	37
PPIAP59	0	0	1
KLK5	75	21	19
ENSG00000269495	0	0	0
KLK6	215	55	58
ENSG00000279676	0	0	0
ENSG00000267879	3	0	2
KLK7	112	8	22
KLK8	78	27	23
ENSG00000269741	0	0	0
KLK9	0	0	0
KLK10	371	385	290
ENSG00000268739	1	0	0
KLK11	12	4	1
KLK12	2	4	0
ENSG00000268906	0	0	0
ENSG00000268390	0	0	0
KLK13	53	118	122
ENSG00000309146	0	0	0
KLK14	10	13	10
CTU1	43	61	75
ENSG00000268595	1	1	12
ENSG00000306722	0	0	0
SIGLEC18P	0	0	0
ENSG00000306607	0	3	10
SIGLEC9	0	0	0
ENSG00000267990	0	0	0
ENSG00000306696	0	0	0
SIGLEC7	1	0	0
ENSG00000267895	0	0	0
ENSG00000269681	0	0	1
SIGLEC17P	0	2	0
SIGLEC20P	0	0	5
ENSG00000268652	0	0	0
SIGLEC21P	0	0	0
MIR8074	0	0	0
ENSG00000290859	0	0	0
SIGLEC22P	0	0	0
CD33	2	15	6
SIGLECL1	0	0	0
LINC01872	0	0	0
SIGLEC24P	0	0	1
ENSG00000299241	7	22	43
IGLON5	2586	4739	5262
ENSG00000299129	1	11	2
VSIG10L	398	711	650
VSIG10L-AS1	19	30	17
ENSG00000267984	1	2	8
ETFB	341	690	816
ENSG00000269403	0	2	0
ENSG00000268520	0	2	1
ENSG00000297420	9	15	22
CLDND2	22	43	38
NKG7	0	5	0
LIM2	18	0	0
LIM2-AS1	53	81	84
C19orf84	122	138	171
NIFKP6	2	0	2
SIGLEC10	0	2	9
SIGLEC10-AS2	63	81	89
SIGLEC10-AS1	139	188	185
ENSG00000268711	0	0	0
ENSG00000269181	0	0	0
SIGLEC8	0	2	0
ENSG00000301984	0	0	0
ENSG00000268957	0	0	0
CEACAM18	0	0	0
SIGLEC12	0	0	0
ENSG00000268839	0	0	0
ENSG00000295943	0	0	0
SIGLEC27P	0	0	0
SIGLEC6	3	0	0
ENSG00000268777	0	0	0
ENSG00000269130	0	0	0
SIGLEC29P	0	0	0
ENSG00000289967	0	0	0
ZNF175	407	556	448
LINC01530	9	29	8
ENSG00000293175	0	0	2
ENSG00000269388	4	1	1
ENSG00000267808	0	0	1
SIGLEC5	0	0	0
RPL9P33	0	0	0
SIGLEC14	1	1	1
ENSG00000306276	0	0	0
RPL7P51	0	0	0
ENSG00000295145	0	0	0
SPACA6-AS1	4	5	9
SPACA6	135	124	94
MIR99B	0	0	0
MIRLET7E	0	0	0
MIR125A	0	0	0
ENSG00000298915	2	4	1
HAS1	30	155	41
ENSG00000304078	0	0	0
ENSG00000295953	0	0	0
FPR1	0	0	0
FPR2	3	21	31
ENSG00000306035	0	0	0
ENSG00000286236	2	9	0
ENSG00000298727	0	0	0
FPR3	0	1	0
ZNF577	394	460	403
ENSG00000268316	0	0	2
ENSG00000269483	0	0	0
ENSG00000283236	22	38	39
ZNF649-AS1	2	1	1
ZNF649	2524	425	412
ENSG00000283285	0	0	0
ENSG00000298273	1	6	3
ZNF613	479	545	472
ZNF350-AS1	8	22	27
ZNF350	225	324	259
ZNF615	469	560	425
ENSG00000297250	7	5	3
ZNF614	1238	1558	1567
ZNF432	352	344	338
ENSG00000275055	27	12	13
ENSG00000260160	23	13	8
ZNF841	283	457	188
ENSG00000300777	1	1	3
ENSG00000270248	2	2	4
ZNF616	1219	1354	1421
ENSG00000267827	0	0	0
ENSG00000268458	0	0	0
RPL37P23	8	17	9
ZNF836	256	325	264
PPP2R1A	13129	25941	26734
ENSG00000267927	2	1	0
MIR6801	0	0	0
ENSG00000268015	1	5	1
ENSG00000302940	0	3	1
ENSG00000277562	0	0	0
ENSG00000302922	0	0	0
ZNF766	1660	2311	1663
MIR643	1	2	0
ENSG00000269102	0	1	4
ZNF480	948	1644	2417
ENSG00000269535	0	0	0
ZNF610	232	319	248
ZNF880	63	50	36
ZNF528-AS1	0	0	0
ENSG00000277977	0	0	0
ZNF528	4	3	3
DPPA5P1	0	0	0
ZNF534	3	5	5
ZNF578	80	287	54
ENSG00000288253	0	0	0
ENSG00000278543	0	0	0
ENSG00000269349	0	0	0
ZNF808	251	522	308
ZNF701	258	398	358
ENSG00000289102	23	89	39
RPL39P34	0	0	0
ENSG00000268886	0	0	0
ENSG00000290721	12	22	15
ZNF137P	72	124	107
ENSG00000269825	132	161	237
ENSG00000268970	1	0	0
ENSG00000290073	3	13	12
ZNF83	110	177	105
ENSG00000288953	24	92	98
ENSG00000296501	0	1	0
ZNF611	340	650	545
ZNF600	254	413	208
ENSG00000303330	0	0	0
ZNF28	785	1291	1073
PABPN1P2	0	0	0
ZNF468	488	900	672
ENSG00000308994	1	0	0
ZNF320	1460	2683	2864
ENSG00000283695	0	0	0
ENSG00000306366	1	3	2
ZNF888	507	617	577
ZNF888-AS1	0	1	2
ZNF321P	42	57	55
ZNF816-ZNF321P	0	0	1
ENSG00000306382	2	0	3
ZNF816	467	710	495
ENSG00000269082	0	0	0
ENSG00000306352	0	0	0
ZNF702P	385	494	540
ARPC1AP2	0	1	0
ENSG00000267943	0	0	0
ERVV-1	0	0	2
ERVV-2	0	6	0
ENSG00000306331	0	0	0
ZNF160	1851	3093	1763
ENSG00000306396	0	0	1
ZNF415	602	619	534
ZNF347	671	861	872
ENSG00000299075	5	1	1
ZNF665	169	193	147
ENSG00000268842	0	0	0
ENSG00000291131	38	60	15
ZNF818P	62	70	53
NDUFV2P1	945	1591	1649
ZNF677	979	513	292
ENSG00000269288	0	0	0
VN1R2	0	0	0
VN1R4	0	0	0
ENSG00000269758	0	0	0
FAM90A27P	2	1	0
BIRC8	0	0	0
ENSG00000290987	2	7	0
FAM90A28P	0	0	0
VN1R6P	0	0	0
ZNF845	892	1472	935
ZNF525	907	1246	782
ENSG00000241069	0	0	0
ZNF765	571	771	621
RPL39P36	4	21	2
ENSG00000299888	0	0	1
ENSG00000249435	0	1	0
TPM3P9	420	582	593
ZNF761	1286	1890	1794
ENSG00000287608	0	0	0
ENSG00000299906	1	0	0
ZNF813	1245	1620	2118
TPM3P6	12	25	24
ENSG00000241434	0	0	0
ENSG00000293186	18	19	8
ENSG00000213777	0	0	0
ENSG00000274892	0	0	0
ZNF331	2105	2660	2428
ENSG00000290755	0	1	0
ENSG00000268864	0	0	0
DPRX	1	1	0
OSTCP3	2	1	1
RN7SL317P	0	0	0
ENSG00000269842	10	4	5
RNU6-698P	0	0	0
ENSG00000270347	0	0	0
MIR512-1	0	0	0
MIR512-2	0	0	0
MIR1323	0	0	0
MIR498	0	0	0
MIR520E	0	0	0
MIR515-1	0	0	0
MIR519E	0	0	0
MIR520F	0	0	0
MIR515-2	0	0	0
MIR519C	0	0	0
MIR1283-1	0	0	0
MIR520A	0	0	0
MIR526B	0	0	0
MIR519B	0	0	0
MIR525	0	0	0
MIR523	0	0	0
MIR518F	0	0	0
MIR520B	0	0	0
MIR518B	0	0	0
MIR526A1	0	0	0
MIR520C	0	0	0
MIR518C	0	0	0
MIR524	0	0	0
MIR517A	0	0	0
MIR519D	0	0	0
MIR521-2	0	0	0
RNU6-803P	0	0	0
MIR520D	1	0	0
MIR517B	0	0	0
MIR520G	0	1	0
MIR516B2	0	0	0
MIR526A2	0	0	0
MIR518E	0	0	0
MIR518A1	0	0	0
RNU6-980P	0	0	0
MIR518D	0	0	0
MIR516B1	0	0	0
MIR518A2	0	0	0
MIR517C	0	0	0
MIR520H	0	0	0
RNU6-982P	0	0	0
MIR521-1	0	0	0
RNU6-751P	0	0	0
MIR522	0	0	0
MIR519A1	0	0	0
MIR527	0	0	0
MIR516A1	0	0	0
MIR1283-2	0	0	0
RNU6-1041P	0	0	0
MIR516A2	0	0	0
MIR519A2	0	0	0
RNU6-165P	0	0	0
HMGN1P32	0	0	0
SEPTIN7P8	1	4	1
ENSG00000293846	0	0	0
ENSG00000238150	0	0	0
ENSG00000269564	0	1	0
ENSG00000269877	0	1	0
MIR371A	0	0	0
MIR371B	0	0	0
MIR372	0	0	0
MIR373	0	0	0
NLRP12	90	293	14
ENSG00000305907	62	386	3
MYADM-AS1	20	18	15
MYADM	1769	2475	2195
MYADM-AS2	0	1	0
ENSG00000299481	2	10	1
PRKCG	519	1015	748
ENSG00000307001	42	91	49
CACNG7	3505	5770	5272
ENSG00000304583	26	78	38
CACNG8	522	531	1425
MIR935	0	0	0
CACNG6	125	146	99
ENSG00000297499	2	0	1
ENSG00000276206	0	0	0
VSTM1	13	0	2
TARM1	0	1	0
OSCAR	76	70	49
NDUFA3	1100	1856	1998
TFPT	458	710	628
PRPF31	2256	3775	4471
PRPF31-AS1	9	30	19
CNOT3	2766	4005	4276
LENG1	264	299	362
TMC4	207	118	32
MBOAT7	2213	3892	4035
TSEN34	538	900	1102
ENSG00000223660	0	0	0
RPS9	25337	34888	30023
ENSG00000300077	5	9	10
ENSG00000300100	0	0	1
ENSG00000224579	0	0	0
ENSG00000300027	0	6	5
LILRB3	0	0	2
ENSG00000269524	0	0	3
ENSG00000235081	3	8	4
LILRA6	0	0	1
ENSG00000249189	0	0	0
LILRB5	7	1	1
ENSG00000299998	1	0	0
RNU6-1307P	0	0	0
ENSG00000240296	0	0	0
ENSG00000300050	0	0	0
LILRB2	0	0	0
MIR4752	0	0	1
ENSG00000240197	0	0	0
ENSG00000295857	0	0	0
ENSG00000276758	0	0	0
ENSG00000251431	0	0	0
ENSG00000234436	0	0	0
LILRA5	0	0	0
ENSG00000275210	0	0	0
VN1R104P	0	0	0
ENSG00000250507	0	0	0
LILRA4	0	0	0
LAIR1	10	17	5
ENSG00000309882	0	0	0
ENSG00000288742	0	0	0
ENSG00000309847	0	0	0
ENSG00000237955	0	0	0
ENSG00000309284	2	0	1
TTYH1	3424	2583	4298
ENSG00000227407	2	0	1
ENSG00000268496	75	59	53
LENG8-AS1	91	188	115
ENSG00000267838	6	9	5
ENSG00000235681	0	0	0
LENG8	3348	5581	4864
LENG9	129	115	105
CDC42EP5	127	123	84
LAIR2	0	0	0
ENSG00000310422	0	0	0
ENSG00000213016	0	0	0
ENSG00000290933	0	0	0
KIR3DX1	0	0	0
ENSG00000235181	0	0	0
ENSG00000303131	0	0	0
ENSG00000303115	0	0	0
LILRA2	0	0	0
ENSG00000269271	0	0	0
LILRA1	0	0	0
ENSG00000238094	0	0	0
LILRB1	0	0	0
LILRB1-AS1	0	0	0
ENSG00000306214	0	0	0
LILRB4	0	0	0
MIR8061	0	0	0
VN1R105P	0	0	0
ENSG00000237323	0	0	0
ENSG00000225370	0	0	0
ENSG00000299952	0	0	0
LILRP1	0	0	0
ENSG00000228790	0	0	0
LILRP2	0	0	0
KIR3DL3	0	0	0
ENSG00000215765	0	0	0
KIR2DL3	0	0	0
KIR2DP1	0	0	0
KIR2DL1	0	0	0
KIR3DP1	0	0	0
KIR2DL4	0	0	0
KIR3DL1	0	0	0
KIR2DS4	0	0	0
KIR3DL2	0	0	0
RNU6-222P	0	0	0
FCAR	0	0	0
ENSG00000268734	0	0	0
ENSG00000302074	0	0	0
NCR1	12	1	0
NLRP7	26	118	51
ENSG00000275012	0	0	0
NLRP2	7510	3599	4618
RPL36AP50	0	0	0
GP6-AS1	46	20	1
GP6	3	3	1
ENSG00000267149	0	4	0
RDH13	196	400	517
EPS8L1	560	420	336
PPP1R12C	1643	1801	2085
ENSG00000287170	2	3	5
ENSG00000267507	0	0	0
MIR7975	0	0	0
TNNT1	4364	2430	2577
ENSG00000309181	18	11	9
TNNI3	330	244	171
ENSG00000267110	0	0	0
DNAAF3	99	84	86
DNAAF3-AS1	48	18	8
ENSG00000239137	0	0	0
SYT5	115	94	38
PTPRH	44	143	68
ENSG00000309824	0	2	0
ENSG00000286230	3	5	5
ENSG00000267649	3	9	0
TMEM86B	28	44	22
ENSG00000276570	57	75	46
PPP6R1	3081	4620	4841
MIR6804	0	0	1
MIR6802	0	0	0
MIR6803	0	0	0
HSPBP1	1143	1739	1980
ENSG00000307621	0	1	0
BRSK1	1020	1401	1221
ENSG00000305443	0	0	0
ENSG00000268729	2	0	2
TMEM150B	8	1	1
